uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesO,periods
http://www.wikidata.org/entity/Q107364104,Nicolas Julia,1986,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1981-2000
http://www.wikidata.org/entity/Q107364104,Nicolas Julia,1986,education,http://www.wikidata.org/entity/Q1558586,Hanken School of Economics,3,graduate school | business school | public university,1981-2000
http://www.wikidata.org/entity/Q107364104,Nicolas Julia,1986,education,http://www.wikidata.org/entity/Q16661618,Lycée Saliège,1,lycée,1981-2000
http://www.wikidata.org/entity/Q107434099,Andreas März,1972,education,http://www.wikidata.org/entity/Q1657400,Ignaz-Günther-Gymnasium,2,Gymnasium (Bavaria) | cultural heritage ensemble,1961-1980
http://www.wikidata.org/entity/Q107434099,Andreas März,1972,education,http://www.wikidata.org/entity/Q157808,Technical University of Munich,4,public research university | local Internet registry | institute of technology | University of Excellence,1961-1980
http://www.wikidata.org/entity/Q107435386,Xyla Foxlin,1996,education,http://www.wikidata.org/entity/Q6537817,Lexington High School,1,high school,1981-2000
http://www.wikidata.org/entity/Q107435386,Xyla Foxlin,1996,education,http://www.wikidata.org/entity/Q1047060,Case Western Reserve University,3,private not-for-profit educational institution | open-access publisher | private university,1981-2000
http://www.wikidata.org/entity/Q107435416,Vincenzo Novari,1959,education,http://www.wikidata.org/entity/Q593321,University of Genoa,2,open-access publisher | university,1941-1960
http://www.wikidata.org/entity/Q107435416,Vincenzo Novari,1959,education,http://www.wikidata.org/entity/Q1136829,INSEAD,1,business school,1941-1960
http://www.wikidata.org/entity/Q107449521,Amatzia Samkai,1981,education,http://www.wikidata.org/entity/Q1124657,Bar-Ilan University,2,public research university | academic publisher,1981-2000
http://www.wikidata.org/entity/Q107627885,Lloyd Cotsen,1929,education,http://www.wikidata.org/entity/Q21578,Princeton University,5,research university | private university | Colonial Colleges | academic publisher | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q107627885,Lloyd Cotsen,1929,education,http://www.wikidata.org/entity/Q49126,Harvard Business School,2,business school | organization,1921-1940
http://www.wikidata.org/entity/Q107654158,DC Glenn,1966,education,http://www.wikidata.org/entity/Q4926280,Blessed Sacrament Catholic School,1,school,1961-1980
http://www.wikidata.org/entity/Q107654158,DC Glenn,1966,education,http://www.wikidata.org/entity/Q1468161,University of Colorado Denver,2,public educational institution of the United States | public university,1961-1980
http://www.wikidata.org/entity/Q107654158,DC Glenn,1966,education,http://www.wikidata.org/entity/Q6752306,Manual High School,1,high school,1961-1980
http://www.wikidata.org/entity/Q107654158,DC Glenn,1966,education,http://www.wikidata.org/entity/Q7396963,Sacramento City College,3,community college | public educational institution of the United States | school,1961-1980
http://www.wikidata.org/entity/Q107654158,DC Glenn,1966,membership,http://www.wikidata.org/entity/Q9081459,Tag Team,5,songwriting team | musical duo | rap group | musical group | business,1961-1980
http://www.wikidata.org/entity/Q107654158,DC Glenn,1966,membership,http://www.wikidata.org/entity/Q7257536,Public Relations Society of America,2,trade association | nonprofit organization,1961-1980
http://www.wikidata.org/entity/Q107654158,DC Glenn,1966,education,http://www.wikidata.org/entity/Q1026941,"California State University, Sacramento",1,public educational institution of the United States,1961-1980
http://www.wikidata.org/entity/Q107654158,DC Glenn,1966,membership,http://www.wikidata.org/entity/Q891885,"Broadcast Music, Inc.",4,business | copyright collective | performing rights organization | company,1961-1980
http://www.wikidata.org/entity/Q107710906,Joseph Ayoub,1995,education,http://www.wikidata.org/entity/Q1041737,Carleton University,4,open-access publisher | museum | university in Ontario | corporation,1981-2000
http://www.wikidata.org/entity/Q107710906,Joseph Ayoub,1995,education,http://www.wikidata.org/entity/Q2983598,Heritage College,1,CEGEP,1981-2000
http://www.wikidata.org/entity/Q10773869,Q10773869,1950,education,http://www.wikidata.org/entity/Q1122171,Brno University of Technology,3,Czech research institution | open-access publisher | university,1941-1960
http://www.wikidata.org/entity/Q107749830,Udi Adiri,1977,education,http://www.wikidata.org/entity/Q319239,Tel Aviv University,3,open-access publisher | university | Ottoman Association,1961-1980
http://www.wikidata.org/entity/Q107749830,Udi Adiri,1977,education,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1961-1980
http://www.wikidata.org/entity/Q10779971,Alois Ježek,1936,education,http://www.wikidata.org/entity/Q927373,Prague Conservatory,3,theatre company | secondary school | conservatory,1921-1940
http://www.wikidata.org/entity/Q107986135,Uwe Hochgeschurtz,1963,education,http://www.wikidata.org/entity/Q223429,University of Birmingham,3,public research university | open-access publisher | educational organization,1961-1980
http://www.wikidata.org/entity/Q107986135,Uwe Hochgeschurtz,1963,education,http://www.wikidata.org/entity/Q1546437,Paris Dauphine University,2,grand établissement | university in France,1961-1980
http://www.wikidata.org/entity/Q107986135,Uwe Hochgeschurtz,1963,education,http://www.wikidata.org/entity/Q447953,University of Wuppertal,2,open-access publisher | public university,1961-1980
http://www.wikidata.org/entity/Q108101286,Netanel Izak,1981,education,http://www.wikidata.org/entity/Q794566,Max Stern Yezreel Valley College,1,college,1981-2000
http://www.wikidata.org/entity/Q108217506,Rais Muhammad,1986,education,http://www.wikidata.org/entity/Q64551070,Farook HSS Farook College,2,higher secondary school | aided school,1981-2000
http://www.wikidata.org/entity/Q108217506,Rais Muhammad,1986,education,http://www.wikidata.org/entity/Q64552240,GMLPS Karinkallai,2,public school | lower primary school,1981-2000
http://www.wikidata.org/entity/Q108221758,Henry Biggs,1964,education,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",5,public research university | university campus | public educational institution of the United States | organization | university,1961-1980
http://www.wikidata.org/entity/Q108221758,Henry Biggs,1964,education,http://www.wikidata.org/entity/Q777403,Washington University in St. Louis,2,private not-for-profit educational institution | university,1961-1980
http://www.wikidata.org/entity/Q108221758,Henry Biggs,1964,membership,http://www.wikidata.org/entity/Q7751774,The Missouri Bar,1,organization,1961-1980
http://www.wikidata.org/entity/Q108221758,Henry Biggs,1964,education,http://www.wikidata.org/entity/Q7401683,Saint Louis University School of Law,1,law school,1961-1980
http://www.wikidata.org/entity/Q108221758,Henry Biggs,1964,membership,http://www.wikidata.org/entity/Q7014031,New York State Bar Association,1,organization,1961-1980
http://www.wikidata.org/entity/Q108221758,Henry Biggs,1964,employment,http://www.wikidata.org/entity/Q777403,Washington University in St. Louis,2,private not-for-profit educational institution | university,1961-1980
http://www.wikidata.org/entity/Q108233186,Derral Eves,1974,education,http://www.wikidata.org/entity/Q632573,Southern Utah University,2,public educational institution of the United States | university,1961-1980
http://www.wikidata.org/entity/Q108269948,Boris Sliusar',1942,education,http://www.wikidata.org/entity/Q4166431,Don State Technical University,1,university,1941-1960
http://www.wikidata.org/entity/Q108446108,Dave Flitman,1964,education,http://www.wikidata.org/entity/Q217741,Purdue University,3,public research university | public educational institution of the United States | land-grant university,1961-1980
http://www.wikidata.org/entity/Q108504317,Romaric Daurier,1976,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q108504317,Romaric Daurier,1976,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q108504317,Romaric Daurier,1976,education,http://www.wikidata.org/entity/Q4041,Lumière University Lyon 2,1,university in France,1961-1980
http://www.wikidata.org/entity/Q108532163,Erik Collado Vidal,1990,membership,http://www.wikidata.org/entity/Q27727510,Cannabis and cannabinoid research,1,scientific journal,1981-2000
http://www.wikidata.org/entity/Q10858630,Barbara Byrd-Bennett,1951,education,http://www.wikidata.org/entity/Q556098,Pace University,2,private not-for-profit educational institution | university,1941-1960
http://www.wikidata.org/entity/Q108598609,Sylvain Boccon-Gibod,1976,education,http://www.wikidata.org/entity/Q4027,Jean Moulin University - Lyon 3,1,university in France,1961-1980
http://www.wikidata.org/entity/Q108598609,Sylvain Boccon-Gibod,1976,membership,http://www.wikidata.org/entity/Q131137989,emlyon alumni,2,alumni association | organization,1961-1980
http://www.wikidata.org/entity/Q108598609,Sylvain Boccon-Gibod,1976,education,http://www.wikidata.org/entity/Q1795504,Emlyon Business School,1,grande école,1961-1980
http://www.wikidata.org/entity/Q108757851,Pedro Pastor Alarcón,1996,education,http://www.wikidata.org/entity/Q6156857,Universidad del Valle de  México,1,university,1981-2000
http://www.wikidata.org/entity/Q108757851,Pedro Pastor Alarcón,1996,education,http://www.wikidata.org/entity/Q108758054,Universidad Tecnológica Latinoamericana en Línea,1,private university,1981-2000
http://www.wikidata.org/entity/Q108810432,Oriol Fuertes Cabassa,1987,membership,http://www.wikidata.org/entity/Q11953998,Unió Catalana d'Hospitals,2,voluntary association | nonprofit organization,1981-2000
http://www.wikidata.org/entity/Q108810432,Oriol Fuertes Cabassa,1987,education,http://www.wikidata.org/entity/Q5324104,ESADE Business School,1,business school,1981-2000
http://www.wikidata.org/entity/Q108810432,Oriol Fuertes Cabassa,1987,education,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,3,public research university | higher education institution | educational organization,1981-2000
http://www.wikidata.org/entity/Q108810432,Oriol Fuertes Cabassa,1987,education,http://www.wikidata.org/entity/Q1481050,London Business School,3,higher education institution | educational organization | business school,1981-2000
http://www.wikidata.org/entity/Q108810432,Oriol Fuertes Cabassa,1987,education,http://www.wikidata.org/entity/Q391028,University of British Columbia,4,public research university | open-access publisher | university | university in British Columbia,1981-2000
http://www.wikidata.org/entity/Q108813389,Hans Reitzel,1918,education,http://www.wikidata.org/entity/Q12312796,Frederiksborg Gymnasium og HF,1,gymnasium,1901-1920
http://www.wikidata.org/entity/Q108871755,Dylan Field,1992,education,http://www.wikidata.org/entity/Q49114,Brown University,5,research university | private university | Colonial Colleges | academic publisher | private not-for-profit educational institution,1981-2000
http://www.wikidata.org/entity/Q108881265,Nyaknno Osso,1954,education,http://www.wikidata.org/entity/Q1169487,University of Ibadan,2,research university | public university,1941-1960
http://www.wikidata.org/entity/Q108893206,Sito Dekker,1962,education,http://www.wikidata.org/entity/Q752663,Delft University of Technology,1,university,1961-1980
http://www.wikidata.org/entity/Q108915751,Hilla Haddad Chmelnik,1984,education,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,university | geographic location,1981-2000
