,personUri,personLabel,birthYear,gender,countries,continents,occupations
1915,http://www.wikidata.org/entity/Q6387921,Ken Kao,1950,male,People's Republic of China,Asia,chief executive officer
1916,http://www.wikidata.org/entity/Q33138006,Joëlle Pellegrin,1961,female,France,Europe,"chief executive officer, businessperson"
1917,http://www.wikidata.org/entity/Q108564620,Leonhard Birnbaum,1967,male,Germany,Europe,"business executive, manager, chief executive officer"
1918,http://www.wikidata.org/entity/Q15139816,Željka Markić,1964,female,"Socialist Federal Republic of Yugoslavia, Croatia",Europe,"business executive, journalist, chief executive officer"
1919,http://www.wikidata.org/entity/Q126190756,Anoddhya Dissanayake,1995,female,Sri Lanka,Asia,chief executive officer
1920,http://www.wikidata.org/entity/Q106504592,Cynt Marshall,1959,female,United States,North America,"businessperson, chief executive officer"
1921,http://www.wikidata.org/entity/Q52717303,Filipp Kulin,1976,male,Russia,Europe,chief executive officer
1922,http://www.wikidata.org/entity/Q6964071,Moshe (Mozi) Wertheim,1930,male,Israel,Asia,"manager, chief executive officer, businessperson"
1923,http://www.wikidata.org/entity/Q57173800,Tamar Elram,1972,female,Israel,Asia,chief executive officer
1924,http://www.wikidata.org/entity/Q117289,Sergio Ermotti,1960,male,Switzerland,Europe,"business executive, chief executive officer"
1925,http://www.wikidata.org/entity/Q62766,Jay-Z,1969,male,United States,North America,"businessperson, actor, film actor, media proprietor, songwriter, investor, chief executive officer, record producer, entrepreneur"
1926,http://www.wikidata.org/entity/Q16213063,Brian Scudamore,1970,male,United States,North America,"chief executive officer, businessperson"
1927,http://www.wikidata.org/entity/Q5347535,Efi Arazi,1937,male,Israel,Asia,"industrialist, manager, chief executive officer, entrepreneur, businessperson"
1928,http://www.wikidata.org/entity/Q1225503,Dilip Shanghvi,1955,male,India,Asia,"chief executive officer, entrepreneur, businessperson"
1929,http://www.wikidata.org/entity/Q111660992,Lee So-hee,1989,female,South Korea,Asia,chief executive officer
1930,http://www.wikidata.org/entity/Q126278840,Kévin Perreau,1991,male,France,Europe,"chief executive officer, entrepreneur"
1931,http://www.wikidata.org/entity/Q112438006,Yohanes Zewdu,1987,male,United States,North America,chief executive officer
1932,http://www.wikidata.org/entity/Q28020333,Yaniv Garty,1967,male,Israel,Asia,chief executive officer
1933,http://www.wikidata.org/entity/Q28748024,Jonathan Karp,1960,male,United States,North America,"newspaper editor, editor, chief executive officer"
1934,http://www.wikidata.org/entity/Q120434603,Moshe Ben Zaken,1985,male,Israel,Asia,chief executive officer
1935,http://www.wikidata.org/entity/Q134620549,Quentin Bordage,1981,male,France,Europe,"businessperson, chief executive officer, entrepreneur"
1936,http://www.wikidata.org/entity/Q7143480,Pat Gelsinger,1961,male,United States,North America,"chief executive officer, engineer"
1937,http://www.wikidata.org/entity/Q6169097,Jean-Claude Brizard,1963,male,"Haiti, United States",North America,chief executive officer
1938,http://www.wikidata.org/entity/Q20393882,Sara Akbar,1957,female,Kuwait,Asia,chief executive officer
1939,http://www.wikidata.org/entity/Q7045524,Noam Lanir,1967,male,Israel,Asia,"chief executive officer, entrepreneur, businessperson"
1940,http://www.wikidata.org/entity/Q64833273,Hideraldo Colle,1962,male,Brazil,South America,chief executive officer
1941,http://www.wikidata.org/entity/Q5734095,Herbert Fisk Johnson III,1957,male,United States,North America,"chief executive officer, inventor, businessperson"
1942,http://www.wikidata.org/entity/Q50404960,Aino Stolt-Järvinen,1892,female,Finland,Europe,chief executive officer
1943,http://www.wikidata.org/entity/Q5585609,Gordon Nixon,1957,male,Canada,North America,chief executive officer
1944,http://www.wikidata.org/entity/Q110262461,Peter Janes,1959,male,Switzerland,Europe,chief executive officer
1945,http://www.wikidata.org/entity/Q5779359,Pehr Gyllenhammar,1901,male,Sweden,Europe,"chief executive officer, businessperson"
1946,http://www.wikidata.org/entity/Q51842767,Santrupt Misra,1965,male,India,Asia,"chief executive officer, politician"
1947,http://www.wikidata.org/entity/Q556660,Paul Hermelin,1952,male,France,Europe,"chief executive officer, entrepreneur, businessperson"
1948,http://www.wikidata.org/entity/Q20022741,Q20022741,1936,male,Israel,Asia,"manager, chief executive officer, military officer"
1949,http://www.wikidata.org/entity/Q61694546,Andy Kwame Appiah-Kubi,1957,male,Ghana,Africa,"chief executive officer, politician, lawyer"
1950,http://www.wikidata.org/entity/Q28027794,Mmasekgoa Masire-Mwamba,1960,female,Botswana,Africa,"chief executive officer, politician"
1951,http://www.wikidata.org/entity/Q125886293,Christian Cederholm,1978,male,Sweden,Europe,chief executive officer
1952,http://www.wikidata.org/entity/Q15854233,Andy Palmer,1963,male,United Kingdom,Europe,"chief executive officer, entrepreneur, engineer"
1953,http://www.wikidata.org/entity/Q23939847,Scott Farquhar,1979,male,Australia,Oceania,chief executive officer
1954,http://www.wikidata.org/entity/Q20502901,Moshe Slav,1952,male,Israel,Asia,"manager, chief executive officer, businessperson"
1955,http://www.wikidata.org/entity/Q128804517,Jasmine Covarrubias,1999,female,United States,North America,"model, chief executive officer"
1956,http://www.wikidata.org/entity/Q4252078,Dahlan Iskan,1951,male,Indonesia,Asia,"chief executive officer, politician, businessperson, reporter"
1957,http://www.wikidata.org/entity/Q11978638,Jo Lunder,1961,male,Norway,Europe,chief executive officer
1958,http://www.wikidata.org/entity/Q129153880,Lars Wagner,1975,male,Germany,Europe,"manager, chief executive officer"
1959,http://www.wikidata.org/entity/Q90833785,Santtu Jokinen,1974,male,Finland,Europe,chief executive officer
1960,http://www.wikidata.org/entity/Q2830379,Alain Zimmermann,1967,male,France,Europe,"chief executive officer, businessperson"
1961,http://www.wikidata.org/entity/Q3083991,François Blancard,1957,male,France,Europe,"chief executive officer, businessperson"
1962,http://www.wikidata.org/entity/Q16158799,Hans Ahlström,1904,male,Finland,Europe,chief executive officer
1963,http://www.wikidata.org/entity/Q14927550,Michael Lynton,1960,male,United States,North America,"chief executive officer, entrepreneur, businessperson"
1964,http://www.wikidata.org/entity/Q77927268,Uno Khüry,1883,male,Finland,Europe,chief executive officer
1965,http://www.wikidata.org/entity/Q64744034,Ivan Quashigah,1966,male,Ghana,Africa,"founder, filmmaker, chief executive officer"
1966,http://www.wikidata.org/entity/Q75661605,Roger Nicholas Weatherby,1962,male,United Kingdom,Europe,chief executive officer
1967,http://www.wikidata.org/entity/Q99689907,Rita Kavashe,1968,female,Kenya,Africa,"businessperson, business executive, chief executive officer"
1968,http://www.wikidata.org/entity/Q4768882,Anne Weyman,1943,female,United Kingdom,Europe,chief executive officer
1969,http://www.wikidata.org/entity/Q125768232,Fabrice Plasson,1971,male,France,Europe,"businessperson, chief executive officer, entrepreneur"
1970,http://www.wikidata.org/entity/Q6195638,Knut Sundblad,1853,male,Sweden,Europe,chief executive officer
1971,http://www.wikidata.org/entity/Q114383937,Richard C. Shadyac Jr.,1957,male,United States,North America,chief executive officer
1972,http://www.wikidata.org/entity/Q105809005,Omar Berrada,1978,male,France,Europe,"businessperson, chief executive officer"
1973,http://www.wikidata.org/entity/Q16205661,Tina Cornely,1960,female,United States,North America,"founder, chief executive officer"
1974,http://www.wikidata.org/entity/Q108915751,Hilla Haddad Chmelnik,1984,female,Israel,Asia,chief executive officer
1975,http://www.wikidata.org/entity/Q18393305,Rakesh Khanna,1962,male,India,Asia,chief executive officer
1976,http://www.wikidata.org/entity/Q55688673,Manuel Domecq Zurita,1933,male,Spain,Europe,chief executive officer
1977,http://www.wikidata.org/entity/Q76509333,Väinö Henrik Liljeroos,1880,male,Finland,Europe,chief executive officer
1978,http://www.wikidata.org/entity/Q81707456,Robert M. Austerlitz,1862,male,"Austria, Czechoslovakia",Europe,"visual artist, athlete, journalist, chief executive officer, merchant"
1979,http://www.wikidata.org/entity/Q107110600,Chrysanthos Savvides,1971,male,Cyprus,Europe,"statistician, chief executive officer, politician"
1980,http://www.wikidata.org/entity/Q125456151,Denis Fairfax,1939,male,New Zealand,Oceania,"writer, naval officer, chief executive officer, historian"
1981,http://www.wikidata.org/entity/Q131385766,Q131385766,1974,male,United States,North America,chief executive officer
1982,http://www.wikidata.org/entity/Q65513459,Thomas Rebaud,1987,male,France,Europe,"business executive, chief executive officer, entrepreneur, businessperson"
1983,http://www.wikidata.org/entity/Q126024,Joachim Hunold,1949,male,Germany,Europe,chief executive officer
1984,http://www.wikidata.org/entity/Q24845556,Werner Ryselin,1870,male,Finland,Europe,"chief executive officer, engineer"
1985,http://www.wikidata.org/entity/Q16728403,David Gorodyansky,1982,male,Russia,Europe,chief executive officer
1986,http://www.wikidata.org/entity/Q7066335,Ory Bernstein,1936,male,Israel,Asia,"chief executive officer, writer"
1987,http://www.wikidata.org/entity/Q6577140,Ahuva Yanai,1952,female,Israel,Asia,"manager, chief executive officer"
1988,http://www.wikidata.org/entity/Q107270919,Yair Hirsch,1976,male,Israel,Asia,chief executive officer
1989,http://www.wikidata.org/entity/Q106395210,Nello D'Angelo,1962,male,Italy,Europe,chief executive officer
1990,http://www.wikidata.org/entity/Q7599938,Stanley Sarnoff,1917,male,United States,North America,"cardiologist, chief executive officer"
1991,http://www.wikidata.org/entity/Q7042658,Ezekiel Harmelech,1932,male,Israel,Asia,"manager, chief executive officer"
1992,http://www.wikidata.org/entity/Q4042897,Lil Eazy-E,1984,male,United States,North America,"activist, chief executive officer, record producer"
1993,http://www.wikidata.org/entity/Q77944252,J. M. Naparstok,1869,male,Finland,Europe,"industrialist, chief executive officer, merchant"
1994,http://www.wikidata.org/entity/Q27990387,Renana Gutman,1924,female,Israel,Asia,chief executive officer
1995,http://www.wikidata.org/entity/Q21984553,Ehud Fuḳs,1946,male,Israel,Asia,"manager, chief executive officer, businessperson"
1996,http://www.wikidata.org/entity/Q4962128,Inger Liliequist,1948,female,Sweden,Europe,chief executive officer
1997,http://www.wikidata.org/entity/Q61907053,Luis Pardo Céspedes,1968,male,Spain,Europe,"chief executive officer, businessperson, writer"
1998,http://www.wikidata.org/entity/Q6633583,Q6633583,1933,male,Israel,Asia,"manager, chief executive officer, military officer"
1999,http://www.wikidata.org/entity/Q25426603,Omar Najar,1947,male,Brazil,South America,chief executive officer
2000,http://www.wikidata.org/entity/Q18637164,Miraj Barot,1989,male,Uganda,Africa,chief executive officer
2001,http://www.wikidata.org/entity/Q7245966,Prithvi Raj Singh Oberoi,1929,male,"India, British Raj, Dominion of India",Asia,chief executive officer
2002,http://www.wikidata.org/entity/Q6172644,Jed York,2000,male,United States,North America,"chief executive officer, businessperson"
2003,http://www.wikidata.org/entity/Q16149545,Simon Mottram,1966,male,United Kingdom,Europe,chief executive officer
2004,http://www.wikidata.org/entity/Q6758018,Marcus Aurélio,1973,male,Brazil,South America,chief executive officer
2005,http://www.wikidata.org/entity/Q111269789,Ruth Ralbag,1960,female,Israel,Asia,chief executive officer
2006,http://www.wikidata.org/entity/Q7372506,Roy Abernethy,1906,male,United States,North America,chief executive officer
2007,http://www.wikidata.org/entity/Q4892995,Bernard Cheong,1958,male,Singapore,Asia,"chief executive officer, physician"
2008,http://www.wikidata.org/entity/Q5987710,Idar Kreutzer,1962,male,Norway,Europe,"chief executive officer, businessperson"
2009,http://www.wikidata.org/entity/Q29341953,Mari Sundli Tveit,1974,female,Norway,Europe,"chief executive officer, professor"
2010,http://www.wikidata.org/entity/Q94572846,Ofer Malka,1963,male,Israel,Asia,chief executive officer
2011,http://www.wikidata.org/entity/Q42711706,Jo Siejka,1980,female,Australia,Oceania,"chief executive officer, politician"
2012,http://www.wikidata.org/entity/Q6300122,Juan José Gutiérrez Mayorga,1958,male,Guatemala,North America,"chief executive officer, businessperson"
2013,http://www.wikidata.org/entity/Q21066734,Oscar Muñoz,1960,male,United States,North America,"chief executive officer, businessperson"
2014,http://www.wikidata.org/entity/Q6245124,John Loeffler,1951,male,United States,North America,"songwriter, chief executive officer, record producer, composer"
2015,http://www.wikidata.org/entity/Q21401944,Q21401944,1946,male,Israel,Asia,"manager, chief executive officer, businessperson"
2016,http://www.wikidata.org/entity/Q110699600,Matthieu Jacquot,1976,male,France,Europe,chief executive officer
2017,http://www.wikidata.org/entity/Q7614777,Steven Gunn,1954,male,Canada,North America,"chief executive officer, chairperson"
2018,http://www.wikidata.org/entity/Q2539995,Ohad Knoller,1976,male,Israel,Asia,"film actor, stage actor, chief executive officer, actor"
2019,http://www.wikidata.org/entity/Q12408401,Israel Leshem,1943,male,Israel,Asia,"manager, chief executive officer, military personnel"
2020,http://www.wikidata.org/entity/Q50377193,Jannica Fagerholm,1961,female,Finland,Europe,"business executive, chief executive officer"
2021,http://www.wikidata.org/entity/Q126916878,Anne Lamp,1991,female,Germany,Europe,chief executive officer
2022,http://www.wikidata.org/entity/Q5493049,Anders Johannes Brax,1873,male,Finland,Europe,"chief executive officer, professor"
2023,http://www.wikidata.org/entity/Q52518647,Aaron Traywick,1989,male,United States,North America,"activist, chief executive officer"
2024,http://www.wikidata.org/entity/Q133456949,Xavier Anthonioz,1975,male,France,Europe,"businessperson, chief executive officer, entrepreneur"
2025,http://www.wikidata.org/entity/Q50496385,Eyal Henkin,1969,male,Israel,Asia,chief executive officer
2026,http://www.wikidata.org/entity/Q3166809,Jean-Louis Guillaud,1929,male,France,Europe,"journalist, chief executive officer"
2027,http://www.wikidata.org/entity/Q6209275,Joe Craft,1950,male,United States,North America,chief executive officer
2028,http://www.wikidata.org/entity/Q16649120,Allon de Jounge,1866,male,Sweden,Europe,chief executive officer
2029,http://www.wikidata.org/entity/Q7926142,"Victor Matthews, Baron Matthews",1919,male,"United Kingdom, United Kingdom of Great Britain and Ireland",Europe,"publisher, manager, chief executive officer, entrepreneur, politician"
2030,http://www.wikidata.org/entity/Q63078061,Gerhard Hoesl,1963,male,Germany,Europe,chief executive officer
2031,http://www.wikidata.org/entity/Q61069141,Éva Hegedüs,1957,female,Hungary,Europe,chief executive officer
2032,http://www.wikidata.org/entity/Q10342546,Otávio Florisbal,1940,male,Brazil,South America,chief executive officer
2033,http://www.wikidata.org/entity/Q116265385,Amnon Merhav,1966,male,Israel,Asia,chief executive officer
2034,http://www.wikidata.org/entity/Q61963063,Mia Wagner,1977,female,Kingdom of Denmark,Europe,"chief executive officer, minister, lawyer"
2035,http://www.wikidata.org/entity/Q43295502,Sharon Abraham-Weiss,1969,female,Israel,Asia,"chief executive officer, lawyer"
2036,http://www.wikidata.org/entity/Q931991,Calisto Tanzi,1938,male,"Italy, Kingdom of Italy",Europe,"chief executive officer, entrepreneur"
2037,http://www.wikidata.org/entity/Q134706726,Q134706726,1987,male,Israel,Asia,chief executive officer
2038,http://www.wikidata.org/entity/Q28807146,Q28807146,1968,female,Israel,Asia,chief executive officer
2039,http://www.wikidata.org/entity/Q113181737,Mounkaila Abdo Laouali Serki,1971,male,Niger,Africa,"writer, research fellow, university teacher, chief executive officer, politician"
2040,http://www.wikidata.org/entity/Q7028075,Nick Varney,1962,male,United Kingdom,Europe,chief executive officer
2041,http://www.wikidata.org/entity/Q56485387,Shemara Wikramanayake,1962,female,Australia,Oceania,"chief executive officer, lawyer"
2042,http://www.wikidata.org/entity/Q115169120,Henri Biscarrat,1969,male,France,Europe,"businessperson, chief executive officer"
2043,http://www.wikidata.org/entity/Q19694807,Yitzhak Katz,1911,male,Israel,Asia,"manager, chief executive officer, engineer"
2044,http://www.wikidata.org/entity/Q6193542,Jim Barksdale,1943,male,United States,North America,chief executive officer
2045,http://www.wikidata.org/entity/Q27893449,Kasper Fangel,1980,male,Kingdom of Denmark,Europe,chief executive officer
2046,http://www.wikidata.org/entity/Q110459256,Ran Guron,1968,male,Israel,Asia,chief executive officer
2047,http://www.wikidata.org/entity/Q50380059,Eila Uitto,1923,female,Finland,Europe,"business executive, chief executive officer"
2048,http://www.wikidata.org/entity/Q108269948,Boris Sliusar',1942,male,Russia,Europe,chief executive officer
2049,http://www.wikidata.org/entity/Q130609569,Theo Spierings,1964,male,Kingdom of the Netherlands,Europe,"businessperson, chief executive officer"
2050,http://www.wikidata.org/entity/Q131412805,Thasneem Marjan,1999,male,India,Asia,chief executive officer
2051,http://www.wikidata.org/entity/Q27020211,Keren Terner Eyal,1979,female,Israel,Asia,"chief executive officer, civil servant"
2052,http://www.wikidata.org/entity/Q28916553,Ljiljana Premović,1982,female,Montenegro,Europe,"chief executive officer, entrepreneur"
2053,http://www.wikidata.org/entity/Q43680801,Nelly Tuikong,1985,female,Kenya,Africa,"chief executive officer, businessperson"
2054,http://www.wikidata.org/entity/Q16213747,Anthony Rushton,1971,male,United Kingdom,Europe,"chief executive officer, businessperson"
2055,http://www.wikidata.org/entity/Q20070700,Q20070700,1968,male,Russia,Europe,chief executive officer
2056,http://www.wikidata.org/entity/Q110219850,John Farano,1959,male,Canada,North America,"racing automobile driver, chief executive officer"
2057,http://www.wikidata.org/entity/Q5234712,David Hanson,1969,male,United States,North America,chief executive officer
2058,http://www.wikidata.org/entity/Q125523607,Diego Fernández Fernández,1976,male,Spain,Europe,"lawyer, chief executive officer, author"
2059,http://www.wikidata.org/entity/Q25470945,Andi Mattuju,1987,male,Indonesia,Asia,"chief executive officer, entrepreneur"
2060,http://www.wikidata.org/entity/Q57649199,Yukako Uchinaga,1947,female,Japan,Asia,"chief executive officer, businessperson"
2061,http://www.wikidata.org/entity/Q95990127,Lesley Max,1945,female,New Zealand,Oceania,chief executive officer
2062,http://www.wikidata.org/entity/Q87003664,Marjo Partio,1956,female,Finland,Europe,chief executive officer
2063,http://www.wikidata.org/entity/Q109550782,Adrian Orr,1960,male,New Zealand,Oceania,chief executive officer
2064,http://www.wikidata.org/entity/Q437801,Ben Verwaayen,1952,male,Kingdom of the Netherlands,Europe,chief executive officer
2065,http://www.wikidata.org/entity/Q265277,Kristalina Georgieva,1953,female,Bulgaria,Europe,"university teacher, chief executive officer, economist, politician"
2066,http://www.wikidata.org/entity/Q6767603,Mark Fields,1961,male,United States,North America,chief executive officer
2067,http://www.wikidata.org/entity/Q134313224,Jacob O'Brien,1989,male,South Africa,Africa,"chief executive officer, entrepreneur"
2068,http://www.wikidata.org/entity/Q33134685,Daniel Zhang,1972,male,People's Republic of China,Asia,"chief executive officer, entrepreneur"
2069,http://www.wikidata.org/entity/Q111220824,Eugenia Rigaud,1961,female,France,Europe,"businessperson, chief executive officer"
2070,http://www.wikidata.org/entity/Q54974147,Jan-Olof Jacke,1965,male,Sweden,Europe,"manager, chief executive officer"
2071,http://www.wikidata.org/entity/Q7932575,Vinita Bali,1955,female,India,Asia,chief executive officer
2072,http://www.wikidata.org/entity/Q67079850,Geir Karlsen,1965,male,Norway,Europe,"chief executive officer, businessperson"
2073,http://www.wikidata.org/entity/Q20034315,Arnon Mantver,1945,male,Israel,Asia,"manager, chief executive officer"
2074,http://www.wikidata.org/entity/Q6623503,Q6623503,1948,male,Israel,Asia,"manager, chief executive officer"
2075,http://www.wikidata.org/entity/Q130314209,Jodi Khan-Verboom CEO-Heart to Heart Corporation,1971,female,United States,North America,chief executive officer
2076,http://www.wikidata.org/entity/Q6536087,Q6536087,1974,male,Israel,Asia,chief executive officer
2077,http://www.wikidata.org/entity/Q111833676,Benoit Hanssen,1971,male,Kingdom of the Netherlands,Europe,chief executive officer
2078,http://www.wikidata.org/entity/Q16707356,Sergey Tresvyatsky,1954,male,"Soviet Union, Russia","Europe, Asia","chief executive officer, military officer, singer"
2079,http://www.wikidata.org/entity/Q105186158,Ishmael Tetteh Aryeetey,1950,male,Ghana,Africa,chief executive officer
2080,http://www.wikidata.org/entity/Q75291122,Lucian Tarnowski,1984,male,United Kingdom,Europe,"orator, blogger, chief executive officer"
2081,http://www.wikidata.org/entity/Q5217607,Dan Clancy,1964,male,United States,North America,"online streamer, musician, chief executive officer, computer scientist, engineer"
2082,http://www.wikidata.org/entity/Q17383149,Wolter Ramsay,1855,male,Finland,Europe,"business executive, chief executive officer"
2083,http://www.wikidata.org/entity/Q17351008,Vincent Prolongeau,1964,male,France,Europe,"chief executive officer, businessperson"
2084,http://www.wikidata.org/entity/Q5115191,Chua Sock Koong,1956,female,Singapore,Asia,"business executive, chief executive officer, entrepreneur"
2085,http://www.wikidata.org/entity/Q380570,Jon Corzine,1947,male,United States,North America,"banker, chief executive officer, politician"
2086,http://www.wikidata.org/entity/Q124049569,Frédéric Ducrocq,1976,male,France,Europe,"businessperson, chief executive officer, entrepreneur"
2087,http://www.wikidata.org/entity/Q6137546,James L. Dolan,1955,male,United States,North America,chief executive officer
2088,http://www.wikidata.org/entity/Q11966812,Einar Joys,1933,male,Norway,Europe,"board member, chief executive officer, chairperson, lawyer"
2089,http://www.wikidata.org/entity/Q7331635,Rick Parry,1955,male,United Kingdom,Europe,chief executive officer
2090,http://www.wikidata.org/entity/Q2900185,David Golomb,1933,male,Israel,Asia,"trade unionist, manager, chief executive officer, economist, politician"
2091,http://www.wikidata.org/entity/Q64849687,Valdir Pereira Roque,1964,male,Brazil,South America,chief executive officer
2092,http://www.wikidata.org/entity/Q67622312,NATHAN JAMES DYER,1968,female,Kingdom of Denmark,Europe,chief executive officer
2093,http://www.wikidata.org/entity/Q11995025,Peder Paus,1945,male,Norway,Europe,"banker, chief executive officer, entrepreneur"
2094,http://www.wikidata.org/entity/Q19663112,Bill Winters,1961,male,United States,North America,"business executive, banker, chief executive officer"
2095,http://www.wikidata.org/entity/Q16910059,Domenico Casalino,1962,male,Italy,Europe,"chief executive officer, businessperson"
2096,http://www.wikidata.org/entity/Q6558100,Lisa Hook,1958,female,United States,North America,chief executive officer
2097,http://www.wikidata.org/entity/Q1515364,Gert Verhulst,1968,male,Belgium,Europe,"producer, director, songwriter, chief executive officer, author, actor"
2098,http://www.wikidata.org/entity/Q109760059,Gilmara Santos da Cunha,1984,female,Brazil,South America,chief executive officer
2099,http://www.wikidata.org/entity/Q5539565,George G. Weston,1964,male,United Kingdom,Europe,"chief executive officer, entrepreneur"
2100,http://www.wikidata.org/entity/Q20740993,Ball J,1984,male,Ghana,Africa,"chief executive officer, record producer, entrepreneur, audio engineer"
2101,http://www.wikidata.org/entity/Q108598609,Sylvain Boccon-Gibod,1976,male,France,Europe,"businessperson, writer, chief executive officer"
2102,http://www.wikidata.org/entity/Q124476339,Jessica Molefe,1992,female,Botswana,Africa,chief executive officer
2103,http://www.wikidata.org/entity/Q33211887,Jacques Bungert,1966,male,France,Europe,"fashion person, chief executive officer, entrepreneur, businessperson"
2104,http://www.wikidata.org/entity/Q118731198,Anne-Ségolène Abscheidt,1973,female,France,Europe,chief executive officer
2105,http://www.wikidata.org/entity/Q275117,Anne Mulcahy,1952,female,United States,North America,"chief executive officer, businessperson"
2106,http://www.wikidata.org/entity/Q6659654,Eli Gelman,1958,male,Israel,Asia,"chief executive officer, engineer"
2107,http://www.wikidata.org/entity/Q31099193,Rami Rahim,1971,male,United States,North America,chief executive officer
2108,http://www.wikidata.org/entity/Q22916977,Pentti Seppälä,1934,male,Finland,Europe,"sports official, manager, chief executive officer, merchant"
2109,http://www.wikidata.org/entity/Q110640681,Arye Efrati,1894,male,Israel,Asia,chief executive officer
2110,http://www.wikidata.org/entity/Q7032216,Q7032216,1935,male,Israel,Asia,"manager, chief executive officer, military officer"
2111,http://www.wikidata.org/entity/Q110551227,Stefano Antonio Donnarumma,1967,male,Italy,Europe,"manager, chief executive officer"
2112,http://www.wikidata.org/entity/Q17312121,Bengt Holst,1952,male,Kingdom of Denmark,Europe,"biologist, chief executive officer"
2113,http://www.wikidata.org/entity/Q118993641,Hanoch Milo,1940,male,Israel,Asia,"council member, chief executive officer, military officer"
2114,http://www.wikidata.org/entity/Q111503928,Bertrand Mbouck,1978,male,Cameroon,Africa,chief executive officer
2115,http://www.wikidata.org/entity/Q97771917,Francesco Mutti,1968,male,Italy,Europe,"chief executive officer, entrepreneur"
2116,http://www.wikidata.org/entity/Q2976067,David Shiffman,1923,male,Israel,Asia,"industrialist, manager, chief executive officer, politician"
2117,http://www.wikidata.org/entity/Q24837381,Lindsey Cho,1989,female,Taiwan,Asia,"journalist, chief executive officer"
2118,http://www.wikidata.org/entity/Q106291111,Mikkel Svane,1971,male,Kingdom of Denmark,Europe,chief executive officer
2119,http://www.wikidata.org/entity/Q40037778,Rutger Mooij,1979,male,Kingdom of the Netherlands,Europe,"chief executive officer, businessperson"
2120,http://www.wikidata.org/entity/Q6920778,Orna Hozman Bechor,1969,female,Israel,Asia,"director, chief executive officer"
2121,http://www.wikidata.org/entity/Q58206515,Kishore Kumar Kavuru,1972,male,United States,North America,"chief executive officer, businessperson"
2122,http://www.wikidata.org/entity/Q985796,Alfred Chuang,1961,male,People's Republic of China,Asia,"chief executive officer, businessperson"
2123,http://www.wikidata.org/entity/Q11873038,Kristiina Helenius,1965,female,Finland,Europe,chief executive officer
2124,http://www.wikidata.org/entity/Q11959639,Augustin Paus,1881,male,Norway,Europe,"chief executive officer, engineer, businessperson"
2125,http://www.wikidata.org/entity/Q86693722,Savvas Perdios,1981,male,Cyprus,Europe,"chief executive officer, politician"
2126,http://www.wikidata.org/entity/Q51002127,Bezhalel Machlis,1963,male,Israel,Asia,chief executive officer
2127,http://www.wikidata.org/entity/Q61756286,Strauss Zelnick,1957,male,United States,North America,chief executive officer
2128,http://www.wikidata.org/entity/Q119839789,Russ Thomas,1926,male,New Zealand,Oceania,chief executive officer
2129,http://www.wikidata.org/entity/Q5909982,Ian King,1956,male,United Kingdom,Europe,"chief executive officer, entrepreneur"
2130,http://www.wikidata.org/entity/Q7816519,Tom L. Ward,1959,male,United States,North America,chief executive officer
2131,http://www.wikidata.org/entity/Q33242765,Jean-Charles Potelle,1965,male,France,Europe,"chief executive officer, businessperson"
2132,http://www.wikidata.org/entity/Q2442881,Tony Teixeira,2000,male,South Africa,Africa,"chief executive officer, businessperson"
2133,http://www.wikidata.org/entity/Q1384309,Arthur Raymond Halbritter,1951,male,United States,North America,chief executive officer
2134,http://www.wikidata.org/entity/Q59654476,Emma Watkinson,1986,female,United Kingdom,Europe,"founder, chief executive officer"
2135,http://www.wikidata.org/entity/Q11867510,Juhani Pesonen,1928,male,Finland,Europe,"chief executive officer, engineer"
2136,http://www.wikidata.org/entity/Q6616018,Q6616018,1946,male,Israel,Asia,"manager, chief executive officer"
2137,http://www.wikidata.org/entity/Q321125,Abigail Johnson,1961,female,United States,North America,"business executive, chief executive officer, businessperson"
2138,http://www.wikidata.org/entity/Q56305687,Jesper Brodin,1968,male,Sweden,Europe,"chief executive officer, businessperson"
2139,http://www.wikidata.org/entity/Q24038401,Q24038401,1956,male,Israel,Asia,"chief executive officer, entrepreneur"
2140,http://www.wikidata.org/entity/Q75533038,Michael Clark,1927,male,United Kingdom,Europe,"businessperson, chief executive officer"
2141,http://www.wikidata.org/entity/Q12320859,Jørgen Ramskov,1957,male,Kingdom of Denmark,Europe,"journalist, chief executive officer"
2142,http://www.wikidata.org/entity/Q7807494,Timothy Ryan,1953,male,United States,North America,"publisher, journalist, chief executive officer"
2143,http://www.wikidata.org/entity/Q6779293,Mary Darling,1901,female,Canada,North America,chief executive officer
2144,http://www.wikidata.org/entity/Q126088907,Marcus Withers,1974,male,United States,North America,"chief executive officer, entrepreneur"
2145,http://www.wikidata.org/entity/Q112114899,Mahfuzur Rahman,1963,male,Bangladesh,Asia,"businessperson, chief executive officer"
2146,http://www.wikidata.org/entity/Q16130425,Yossi Wais,1951,male,Israel,Asia,chief executive officer
2147,http://www.wikidata.org/entity/Q133260084,Benaree Pratt Wiley,1946,female,United States,North America,chief executive officer
2148,http://www.wikidata.org/entity/Q31528331,Walter E. Piatt,1961,male,United States,North America,chief executive officer
2149,http://www.wikidata.org/entity/Q32374551,Ed Bastian,1957,male,United States,North America,chief executive officer
2150,http://www.wikidata.org/entity/Q6693408,Meir Ilan,1918,male,Israel,Asia,"manager, chief executive officer, military officer"
2151,http://www.wikidata.org/entity/Q17096305,Jørgen Ole Haslestad,1951,male,Norway,Europe,chief executive officer
